cycle	rlat	clat	klat	rhop	chop	khop	hopcat	latcat
2560	27.17	45.81	27.17	4	3	2	2	2
2561	26.14	33.24	26.14	5	3	2	1	2
2562	5.08	5.08	5.08	2	2	2	2	1
2563	21.06	28.16	21.06	4	3	2	2	2
2564	27.17	27.17	27.17	4	3	2	2	2
2565	18.06	69.14	18.06	4	4	2	3	2
2566	30.73	30.73	30.73	5	2	2	1	2
2567	23.23	78.57	23.23	5	3	2	2	2
2568	21.06	48.88	21.06	4	3	2	2	2
2569	4.15	43.49	4.15	2	4	2	1	1
2570	38.02	46.32	38.02	4	3	2	1	3
2571	13.91	22.21	13.91	3	3	2	3	1
2572	9.32	38.32	9.32	3	4	2	2	1
2573	4.15	4.15	4.15	2	2	2	1	1
2574	38.02	46.32	38.02	4	3	2	1	3
2575	3.56	3.56	3.56	2	2	2	2	1
2576	23.23	78.57	23.23	5	3	2	2	2
2577	24.61	24.61	24.61	5	2	2	3	2
2578	49.76	58.06	49.76	5	3	2	3	3
2579	16.82	71.06	16.82	3	4	2	3	1
2580	25.65	25.65	25.65	4	2	2	1	2
2581	54.84	109.08	54.84	6	4	2	2	3
2582	54.84	109.08	54.84	6	4	2	2	3
2583	10.35	18.65	10.35	2	3	2	2	1
2584	54.84	73.48	54.84	6	3	2	2	3
2585	3.55	98.23	3.55	2	3	2	1	1
2586	54.84	73.48	54.84	6	3	2	2	3
2587	3.55	3.55	3.55	2	2	2	1	1
2588	8.72	8.72	8.72	3	2	2	2	1
2589	19.67	19.67	19.67	4	2	2	3	2
2590	16.82	71.06	16.82	3	4	2	3	1
2591	9.32	9.32	9.32	3	2	2	2	1
2592	16.18	70.52	16.18	3	3	2	2	1
2593	24.61	24.61	24.61	5	2	2	3	2
2594	42.17	42.17	42.17	5	2	2	2	3
2595	20.97	66.91	20.97	4	3	2	3	2
2596	16.18	16.18	16.18	3	3	2	2	1
2597	27.67	34.79	27.67	3	3	2	3	2
2598	26.14	26.14	26.14	5	2	2	1	2
2599	47.34	47.34	47.34	6	2	2	2	3
2600	26.78	82.12	26.78	6	3	2	2	2
2601	30.73	104.71	30.73	5	4	2	1	2
2602	16.18	16.18	16.18	3	3	2	2	1
2603	22.97	41.61	22.97	3	4	2	2	2
2604	23.23	78.57	23.23	5	3	2	2	2
2605	22.97	41.61	22.97	3	4	2	2	2
2606	50.89	50.89	50.89	7	3	2	1	3
2607	23.23	23.23	23.23	5	2	2	2	2
2608	22.09	22.09	22.09	3	2	2	1	2
2609	12.62	12.62	12.62	2	2	2	1	1
2610	3.55	98.23	3.55	2	3	2	1	1
2611	23.23	78.57	23.23	5	3	2	2	2
2612	23.22	46.7	23.22	5	3	2	3	2
2613	19.67	19.67	19.67	4	2	2	3	2
2614	14.5	14.5	14.5	3	2	2	2	1
2615	31.23	31.23	31.23	4	2	2	3	2
2616	3.56	3.56	3.56	2	2	2	2	1
2617	38.02	46.32	38.02	4	3	2	1	3
2618	23.23	78.57	23.23	5	3	2	2	2
2619	22.97	41.61	22.97	3	4	2	2	2
2620	13.91	32.55	13.91	3	3	2	3	1
2621	4.15	4.15	4.15	2	2	2	1	1
2622	29.69	29.69	29.69	6	2	2	2	2
2623	4.15	43.49	4.15	2	4	2	1	1
2624	35.84	35.84	35.84	6	3	2	3	3
2625	3.55	98.23	3.55	2	3	2	1	1
2626	3.55	3.55	3.55	2	2	2	1	1
2627	26.78	82.12	26.78	6	3	2	2	2
2628	20.97	38.41	20.97	4	3	2	3	2
2629	10.35	18.65	10.35	2	3	2	2	1
2630	15.89	33.33	15.89	3	3	2	2	1
2631	38.02	46.32	38.02	4	3	2	1	3
2632	8.72	8.72	8.72	3	2	2	2	1
2633	50.89	50.89	50.89	7	3	2	1	3
2634	26.14	26.14	26.14	5	2	2	1	2
2635	18.06	69.14	18.06	4	4	2	3	2
2636	14.5	14.5	14.5	3	2	2	2	1
2637	12.87	12.87	12.87	4	2	2	2	1
2638	13.91	32.55	13.91	3	3	2	3	1
2639	22.09	22.09	22.09	3	2	2	1	2
2640	15.89	15.89	15.89	3	2	2	2	1
2641	8.72	8.72	8.72	3	2	2	2	1
2642	35.84	35.84	35.84	6	3	2	3	3
2643	22.97	41.61	22.97	3	4	2	2	2
2644	14.5	55.42	14.5	3	4	2	2	1
2645	39.79	39.79	39.79	5	2	2	3	3
2646	16.18	70.52	16.18	3	3	2	2	1
2647	32.29	32.29	32.29	5	3	2	3	2
2648	27.12	27.12	27.12	4	2	2	1	2
2649	31.23	31.23	31.23	4	2	2	3	2
2650	32.29	32.29	32.29	5	3	2	3	2
2651	34.71	44.87	34.71	4	3	2	2	3
2652	15.05	47.41	15.05	2	4	2	2	1
2653	8.72	8.72	8.72	3	2	2	2	1
2654	23.22	23.22	23.22	5	2	2	3	2
2655	42.17	42.17	42.17	5	2	2	2	3
2656	35.84	59.32	35.84	6	3	2	3	3
2657	16.82	71.06	16.82	3	4	2	3	1
2658	16.82	35.46	16.82	3	3	2	3	1
2659	18.06	69.14	18.06	4	4	2	3	2
2660	26.78	60.42	26.78	6	3	2	2	2
2661	25.65	85.03	25.65	4	4	2	1	2
2662	10.35	18.65	10.35	2	3	2	2	1
2663	27.67	56.67	27.67	3	3	2	3	2
2664	8.72	8.72	8.72	3	2	2	2	1
2665	22.97	31.27	22.97	3	3	2	2	2
2666	4.15	4.15	4.15	2	2	2	1	1
2667	12.87	12.87	12.87	4	2	2	2	1
2668	50.89	50.89	50.89	7	2	2	1	3
2669	16.18	70.52	16.18	3	3	2	2	1
2670	9.32	9.32	9.32	3	2	2	2	1
2671	30.73	30.73	30.73	5	2	2	1	2
2672	16.18	16.18	16.18	3	3	2	2	1
2673	42.17	42.17	42.17	5	2	2	2	3
2674	10.35	18.65	10.35	2	3	2	2	1
2675	25.65	85.03	25.65	4	4	2	1	2
2676	5.08	5.08	5.08	2	2	2	2	1
2677	27.12	68.04	27.12	4	4	2	1	2
2678	35.84	59.32	35.84	6	3	2	3	3
2679	22.09	22.09	22.09	3	2	2	1	2
2680	47.34	47.34	47.34	6	2	2	2	3
2681	39.79	39.79	39.79	5	2	2	3	3
2682	16.18	16.18	16.18	3	3	2	2	1
2683	27.12	27.12	27.12	4	2	2	1	2
2684	42.17	42.17	42.17	5	2	2	2	3
2685	18.06	69.14	18.06	4	4	2	3	2
2686	24.61	24.61	24.61	5	2	2	3	2
2687	39.79	39.79	39.79	5	2	2	3	3
2688	30.73	104.71	30.73	5	4	2	1	2
2689	42.17	42.17	42.17	5	2	2	2	3
2690	23.22	46.7	23.22	5	3	2	3	2
2691	54.84	73.48	54.84	6	3	2	2	3
2692	50.89	50.89	50.89	7	2	2	1	3
2693	23.22	23.22	23.22	5	2	2	3	2
2694	16.18	16.18	16.18	3	3	2	2	1
2695	15.05	47.41	15.05	2	4	2	2	1
2696	32.29	32.29	32.29	5	3	2	3	2
2697	4.15	4.15	4.15	2	2	2	1	1
2698	16.82	35.46	16.82	3	3	2	3	1
2699	54.84	109.08	54.84	6	4	2	2	3
2700	39.79	39.79	39.79	5	2	2	3	3
2701	38.02	46.32	38.02	4	3	2	1	3
2702	26.78	60.42	26.78	6	3	2	2	2
2703	27.12	27.12	27.12	4	2	2	1	2
2704	14.5	55.42	14.5	3	4	2	2	1
2705	19.67	19.67	19.67	4	2	2	3	2
2706	15.89	15.89	15.89	3	2	2	2	1
2707	3.56	42.9	3.56	2	3	2	2	1
2708	26.14	26.14	26.14	5	2	2	1	2
2709	16.82	35.46	16.82	3	3	2	3	1
2710	26.14	33.24	26.14	5	3	2	1	2
2711	16.18	70.52	16.18	3	3	2	2	1
2712	15.89	33.33	15.89	3	3	2	2	1
2713	26.14	33.24	26.14	5	3	2	1	2
2714	10.35	18.65	10.35	2	3	2	2	1
2715	19.67	19.67	19.67	4	2	2	3	2
2716	22.09	22.09	22.09	3	2	2	1	2
2717	27.12	68.04	27.12	4	4	2	1	2
2718	9.32	38.32	9.32	3	4	2	2	1
2719	18.06	18.06	18.06	4	2	2	3	2
2720	21.06	48.88	21.06	4	3	2	2	2
2721	15.05	47.41	15.05	2	4	2	2	1
2722	42.17	42.17	42.17	5	2	2	2	3
2723	14.5	14.5	14.5	3	2	2	2	1
2724	27.12	68.04	27.12	4	4	2	1	2
2725	23.22	46.7	23.22	5	3	2	3	2
2726	25.65	25.65	25.65	4	2	2	1	2
2727	26.14	33.24	26.14	5	3	2	1	2
2728	15.89	15.89	15.89	3	2	2	2	1
2729	24.61	24.61	24.61	5	2	2	3	2
2730	27.67	56.67	27.67	3	3	2	3	2
2731	4.15	4.15	4.15	2	2	2	1	1
2732	35.84	59.32	35.84	6	3	2	3	3
2733	23.23	23.23	23.23	5	2	2	2	2
2734	15.89	33.33	15.89	3	3	2	2	1
2735	11.74	58.2	11.74	2	4	2	3	1
2736	10.35	18.65	10.35	2	3	2	2	1
2737	30.73	104.71	30.73	5	4	2	1	2
2738	42.17	42.17	42.17	5	2	2	2	3
2739	15.05	69.29	15.05	2	3	2	2	1
2740	27.12	27.12	27.12	4	2	2	1	2
2741	3.56	3.56	3.56	2	2	2	2	1
2742	35.84	59.32	35.84	6	3	2	3	3
2743	5.08	54.3	5.08	2	3	2	2	1
2744	3.56	42.9	3.56	2	3	2	2	1
2745	26.78	82.12	26.78	6	3	2	2	2
2746	23.22	46.7	23.22	5	3	2	3	2
2747	15.89	33.33	15.89	3	3	2	2	1
2748	9.32	9.32	9.32	3	2	2	2	1
2749	15.05	69.29	15.05	2	3	2	2	1
2750	22.09	22.09	22.09	3	2	2	1	2
2751	22.09	68.55	22.09	3	4	2	1	2
2752	3.55	98.23	3.55	2	3	2	1	1
2753	16.82	35.46	16.82	3	3	2	3	1
2754	10.35	18.65	10.35	2	3	2	2	1
2755	20.97	38.41	20.97	4	3	2	3	2
2756	5.17	12.27	5.17	2	3	2	3	1
2757	27.17	45.81	27.17	4	3	2	2	2
2758	23.22	23.22	23.22	5	2	2	3	2
2759	26.78	60.42	26.78	6	3	2	2	2
2760	34.71	44.87	34.71	4	3	2	2	3
2761	27.12	68.04	27.12	4	4	2	1	2
2762	35.84	35.84	35.84	6	3	2	3	3
2763	15.05	69.29	15.05	2	3	2	2	1
2764	24.61	24.61	24.61	5	2	2	3	2
2765	15.05	47.41	15.05	2	4	2	2	1
2766	47.34	47.34	47.34	6	2	2	2	3
2767	9.32	38.32	9.32	3	4	2	2	1
2768	35.84	35.84	35.84	6	3	2	3	3
2769	39.79	39.79	39.79	5	2	2	3	3
2770	54.84	73.48	54.84	6	3	2	2	3
2771	23.23	78.57	23.23	5	3	2	2	2
2772	35.84	59.32	35.84	6	3	2	3	3
2773	16.82	71.06	16.82	3	4	2	3	1
2774	10.35	28.99	10.35	2	3	2	2	1
2775	14.5	55.42	14.5	3	4	2	2	1
2776	34.71	34.71	34.71	4	2	2	2	3
2777	23.22	46.7	23.22	5	3	2	3	2
2778	25.65	25.65	25.65	4	2	2	1	2
2779	11.74	20.04	11.74	2	3	2	3	1
2780	13.91	22.21	13.91	3	3	2	3	1
2781	31.23	31.23	31.23	4	2	2	3	2
2782	24.61	24.61	24.61	5	2	2	3	2
2783	12.62	66.96	12.62	2	4	2	1	1
2784	22.09	22.09	22.09	3	2	2	1	2
2785	11.74	20.04	11.74	2	3	2	3	1
2786	32.29	32.29	32.29	5	3	2	3	2
2787	26.14	26.14	26.14	5	2	2	1	2
2788	29.69	29.69	29.69	6	2	2	2	2
2789	34.71	34.71	34.71	4	2	2	2	3
2790	3.55	3.55	3.55	2	2	2	1	1
2791	47.34	47.34	47.34	6	2	2	2	3
2792	12.62	66.96	12.62	2	4	2	1	1
2793	35.84	35.84	35.84	6	3	2	3	3
2794	14.5	14.5	14.5	3	2	2	2	1
2795	25.65	85.03	25.65	4	4	2	1	2
2796	34.71	34.71	34.71	4	2	2	2	3
2797	22.09	68.55	22.09	3	4	2	1	2
2798	23.22	23.22	23.22	5	2	2	3	2
2799	26.78	82.12	26.78	6	3	2	2	2
2800	12.87	12.87	12.87	4	2	2	2	1
2801	18.06	69.14	18.06	4	4	2	3	2
2802	22.09	68.55	22.09	3	4	2	1	2
2803	27.12	68.04	27.12	4	4	2	1	2
2804	42.17	42.17	42.17	5	2	2	2	3
2805	47.34	47.34	47.34	6	2	2	2	3
2806	25.65	85.03	25.65	4	4	2	1	2
2807	18.06	69.14	18.06	4	4	2	3	2
2808	54.84	73.48	54.84	6	3	2	2	3
2809	14.5	55.42	14.5	3	4	2	2	1
2810	20.97	38.41	20.97	4	3	2	3	2
2811	23.23	78.57	23.23	5	3	2	2	2
2812	13.91	32.55	13.91	3	3	2	3	1
2813	8.72	8.72	8.72	3	2	2	2	1
2814	39.79	39.79	39.79	5	2	2	3	3
2815	11.74	20.04	11.74	2	3	2	3	1
2816	27.12	68.04	27.12	4	4	2	1	2
2817	16.82	71.06	16.82	3	4	2	3	1
2818	12.87	12.87	12.87	4	3	2	2	1
2819	15.89	15.89	15.89	3	2	2	2	1
2820	27.67	56.67	27.67	3	3	2	3	2
2821	11.74	20.04	11.74	2	3	2	3	1
2822	27.67	56.67	27.67	3	3	2	3	2
2823	5.17	34.17	5.17	2	3	2	3	1
2824	22.09	68.55	22.09	3	4	2	1	2
2825	25.65	85.03	25.65	4	4	2	1	2
2826	5.08	54.3	5.08	2	3	2	2	1
2827	10.35	28.99	10.35	2	3	2	2	1
2828	20.97	66.91	20.97	4	3	2	3	2
2829	23.22	46.7	23.22	5	3	2	3	2
2830	19.67	19.67	19.67	4	2	2	3	2
2831	15.05	69.29	15.05	2	3	2	2	1
2832	50.89	50.89	50.89	7	2	2	1	3
2833	11.74	58.2	11.74	2	4	2	3	1
2834	39.79	39.79	39.79	5	2	2	3	3
2835	54.84	109.08	54.84	6	4	2	2	3
2836	27.67	56.67	27.67	3	3	2	3	2
2837	23.22	23.22	23.22	5	2	2	3	2
2838	22.97	31.27	22.97	3	3	2	2	2
2839	16.18	70.52	16.18	3	3	2	2	1
2840	8.72	8.72	8.72	3	2	2	2	1
2841	25.65	25.65	25.65	4	2	2	1	2
2842	18.06	69.14	18.06	4	4	2	3	2
2843	13.91	22.21	13.91	3	3	2	3	1
2844	20.97	66.91	20.97	4	3	2	3	2
2845	12.62	66.96	12.62	2	4	2	1	1
2846	13.91	32.55	13.91	3	3	2	3	1
2847	21.06	48.88	21.06	4	3	2	2	2
2848	14.5	14.5	14.5	3	2	2	2	1
2849	10.35	28.99	10.35	2	3	2	2	1
2850	38.02	38.02	38.02	4	2	2	1	3
2851	11.74	58.2	11.74	2	4	2	3	1
2852	47.34	47.34	47.34	6	2	2	2	3
2853	8.72	8.72	8.72	3	2	2	2	1
2854	54.84	73.48	54.84	6	3	2	2	3
2855	9.32	9.32	9.32	3	2	2	2	1
2856	50.89	50.89	50.89	7	3	2	1	3
2857	21.06	48.88	21.06	4	3	2	2	2
2858	54.84	73.48	54.84	6	3	2	2	3
2859	50.89	50.89	50.89	7	2	2	1	3
2860	25.65	25.65	25.65	4	2	2	1	2
2861	13.91	32.55	13.91	3	3	2	3	1
2862	5.17	34.17	5.17	2	3	2	3	1
2863	9.32	9.32	9.32	3	2	2	2	1
2864	49.76	58.06	49.76	5	3	2	3	3
2865	8.72	8.72	8.72	3	2	2	2	1
2866	22.09	68.55	22.09	3	4	2	1	2
2867	19.67	19.67	19.67	4	2	2	3	2
2868	39.79	39.79	39.79	5	2	2	3	3
2869	10.35	18.65	10.35	2	3	2	2	1
2870	18.06	18.06	18.06	4	2	2	3	2
2871	15.89	33.33	15.89	3	3	2	2	1
2872	4.15	4.15	4.15	2	2	2	1	1
2873	3.56	42.9	3.56	2	3	2	2	1
2874	47.34	47.34	47.34	6	2	2	2	3
2875	27.17	27.17	27.17	4	3	2	2	2
2876	15.89	33.33	15.89	3	3	2	2	1
2877	35.84	35.84	35.84	6	3	2	3	3
2878	27.12	68.04	27.12	4	4	2	1	2
2879	4.15	43.49	4.15	2	4	2	1	1
2880	50.89	50.89	50.89	7	3	2	1	3
2881	47.34	47.34	47.34	6	2	2	2	3
2882	3.55	3.55	3.55	2	2	2	1	1
2883	9.32	9.32	9.32	3	2	2	2	1
2884	15.05	47.41	15.05	2	4	2	2	1
2885	12.62	12.62	12.62	2	2	2	1	1
2886	22.97	41.61	22.97	3	4	2	2	2
2887	3.56	3.56	3.56	2	2	2	2	1
2888	16.18	70.52	16.18	3	3	2	2	1
2889	3.56	42.9	3.56	2	3	2	2	1
2890	35.84	35.84	35.84	6	3	2	3	3
2891	32.29	32.29	32.29	5	2	2	3	2
2892	22.09	68.55	22.09	3	4	2	1	2
2893	50.89	50.89	50.89	7	2	2	1	3
2894	4.15	4.15	4.15	2	2	2	1	1
2895	15.89	15.89	15.89	3	2	2	2	1
2896	15.05	47.41	15.05	2	4	2	2	1
2897	21.06	28.16	21.06	4	3	2	2	2
2898	39.79	39.79	39.79	5	2	2	3	3
2899	3.55	3.55	3.55	2	2	2	1	1
2900	27.12	68.04	27.12	4	4	2	1	2
2901	27.12	27.12	27.12	4	2	2	1	2
2902	29.69	29.69	29.69	6	2	2	2	2
2903	23.23	23.23	23.23	5	2	2	2	2
2904	23.22	46.7	23.22	5	3	2	3	2
2905	10.35	28.99	10.35	2	3	2	2	1
2906	14.5	55.42	14.5	3	4	2	2	1
2907	42.17	42.17	42.17	5	2	2	2	3
2908	23.23	78.57	23.23	5	3	2	2	2
2909	9.32	9.32	9.32	3	2	2	2	1
2910	50.89	50.89	50.89	7	2	2	1	3
2911	11.74	20.04	11.74	2	3	2	3	1
2912	21.06	48.88	21.06	4	3	2	2	2
2913	39.79	39.79	39.79	5	2	2	3	3
2914	39.79	39.79	39.79	5	2	2	3	3
2915	12.87	12.87	12.87	4	2	2	2	1
2916	23.23	23.23	23.23	5	2	2	2	2
2917	15.05	47.41	15.05	2	4	2	2	1
2918	23.23	23.23	23.23	5	2	2	2	2
2919	10.35	28.99	10.35	2	3	2	2	1
2920	34.71	44.87	34.71	4	3	2	2	3
2921	13.91	22.21	13.91	3	3	2	3	1
2922	14.5	55.42	14.5	3	4	2	2	1
2923	22.97	41.61	22.97	3	4	2	2	2
2924	31.23	31.23	31.23	4	2	2	3	2
2925	16.18	16.18	16.18	3	3	2	2	1
2926	16.82	35.46	16.82	3	3	2	3	1
2927	23.23	23.23	23.23	5	2	2	2	2
2928	12.87	12.87	12.87	4	3	2	2	1
2929	9.32	38.32	9.32	3	4	2	2	1
2930	47.34	47.34	47.34	6	2	2	2	3
2931	15.89	15.89	15.89	3	2	2	2	1
2932	39.79	39.79	39.79	5	2	2	3	3
2933	21.06	48.88	21.06	4	3	2	2	2
2934	34.71	34.71	34.71	4	2	2	2	3
2935	13.91	32.55	13.91	3	3	2	3	1
2936	23.23	23.23	23.23	5	2	2	2	2
2937	35.84	59.32	35.84	6	3	2	3	3
2938	23.23	23.23	23.23	5	2	2	2	2
2939	47.34	47.34	47.34	6	2	2	2	3
2940	49.76	56.88	49.76	5	3	2	3	3
2941	5.08	54.3	5.08	2	3	2	2	1
2942	39.79	39.79	39.79	5	2	2	3	3
2943	5.17	12.27	5.17	2	3	2	3	1
2944	31.23	31.23	31.23	4	2	2	3	2
2945	27.17	27.17	27.17	4	3	2	2	2
2946	30.73	104.71	30.73	5	4	2	1	2
2947	31.23	31.23	31.23	4	2	2	3	2
2948	14.5	55.42	14.5	3	4	2	2	1
2949	21.06	48.88	21.06	4	3	2	2	2
2950	23.22	46.7	23.22	5	3	2	3	2
2951	32.29	32.29	32.29	5	3	2	3	2
2952	13.91	22.21	13.91	3	3	2	3	1
2953	38.02	38.02	38.02	4	2	2	1	3
2954	26.78	82.12	26.78	6	3	2	2	2
2955	24.61	24.61	24.61	5	2	2	3	2
2956	19.67	19.67	19.67	4	2	2	3	2
2957	12.87	12.87	12.87	4	2	2	2	1
2958	9.32	9.32	9.32	3	2	2	2	1
2959	16.82	35.46	16.82	3	3	2	3	1
2960	16.82	71.06	16.82	3	4	2	3	1
2961	20.97	38.41	20.97	4	3	2	3	2
2962	29.69	29.69	29.69	6	2	2	2	2
2963	19.67	19.67	19.67	4	2	2	3	2
2964	22.97	41.61	22.97	3	4	2	2	2
2965	3.55	3.55	3.55	2	2	2	1	1
2966	15.05	69.29	15.05	2	3	2	2	1
2967	20.97	38.41	20.97	4	3	2	3	2
2968	27.17	27.17	27.17	4	3	2	2	2
2969	3.56	3.56	3.56	2	2	2	2	1
2970	5.17	12.27	5.17	2	3	2	3	1
2971	35.84	59.32	35.84	6	3	2	3	3
2972	15.05	69.29	15.05	2	3	2	2	1
2973	50.89	50.89	50.89	7	3	2	1	3
2974	26.78	82.12	26.78	6	3	2	2	2
2975	32.29	32.29	32.29	5	2	2	3	2
2976	18.06	69.14	18.06	4	4	2	3	2
2977	21.06	48.88	21.06	4	3	2	2	2
2978	54.84	109.08	54.84	6	4	2	2	3
2979	11.74	20.04	11.74	2	3	2	3	1
2980	15.89	33.33	15.89	3	3	2	2	1
2981	25.65	25.65	25.65	4	2	2	1	2
2982	29.69	29.69	29.69	6	2	2	2	2
2983	47.34	47.34	47.34	6	2	2	2	3
2984	14.5	14.5	14.5	3	2	2	2	1
2985	3.55	98.23	3.55	2	3	2	1	1
2986	18.06	18.06	18.06	4	2	2	3	2
2987	22.97	31.27	22.97	3	3	2	2	2
2988	3.56	3.56	3.56	2	2	2	2	1
2989	26.78	82.12	26.78	6	3	2	2	2
2990	39.79	39.79	39.79	5	2	2	3	3
2991	25.65	25.65	25.65	4	2	2	1	2
2992	26.14	33.24	26.14	5	3	2	1	2
2993	15.05	69.29	15.05	2	3	2	2	1
2994	16.18	16.18	16.18	3	3	2	2	1
2995	22.97	31.27	22.97	3	3	2	2	2
2996	16.18	70.52	16.18	3	3	2	2	1
2997	18.06	18.06	18.06	4	2	2	3	2
2998	26.78	82.12	26.78	6	3	2	2	2
2999	29.69	29.69	29.69	6	2	2	2	2
3000	23.23	23.23	23.23	5	2	2	2	2
3001	47.34	47.34	47.34	6	2	2	2	3
3002	20.97	66.91	20.97	4	3	2	3	2
3003	38.02	38.02	38.02	4	2	2	1	3
3004	15.89	33.33	15.89	3	3	2	2	1
3005	39.79	39.79	39.79	5	2	2	3	3
3006	50.89	50.89	50.89	7	3	2	1	3
3007	4.15	43.49	4.15	2	4	2	1	1
3008	39.79	39.79	39.79	5	2	2	3	3
3009	5.08	54.3	5.08	2	3	2	2	1
3010	24.61	24.61	24.61	5	2	2	3	2
3011	12.87	12.87	12.87	4	3	2	2	1
3012	16.82	35.46	16.82	3	3	2	3	1
3013	26.78	60.42	26.78	6	3	2	2	2
3014	5.08	54.3	5.08	2	3	2	2	1
3015	21.06	28.16	21.06	4	3	2	2	2
3016	3.56	3.56	3.56	2	2	2	2	1
3017	14.5	14.5	14.5	3	2	2	2	1
3018	35.84	59.32	35.84	6	3	2	3	3
3019	39.79	39.79	39.79	5	2	2	3	3
3020	23.22	46.7	23.22	5	3	2	3	2
3021	38.02	38.02	38.02	4	2	2	1	3
3022	27.17	27.17	27.17	4	3	2	2	2
3023	27.17	45.81	27.17	4	3	2	2	2
3024	38.02	46.32	38.02	4	3	2	1	3
3025	13.91	22.21	13.91	3	3	2	3	1
3026	16.82	35.46	16.82	3	3	2	3	1
3027	34.71	44.87	34.71	4	3	2	2	3
3028	8.72	8.72	8.72	3	2	2	2	1
3029	27.67	34.79	27.67	3	3	2	3	2
3030	22.97	41.61	22.97	3	4	2	2	2
3031	31.23	31.23	31.23	4	2	2	3	2
3032	26.78	82.12	26.78	6	3	2	2	2
3033	18.06	69.14	18.06	4	4	2	3	2
3034	12.62	66.96	12.62	2	4	2	1	1
3035	29.69	29.69	29.69	6	2	2	2	2
3036	54.84	73.48	54.84	6	3	2	2	3
3037	20.97	66.91	20.97	4	3	2	3	2
3038	8.72	8.72	8.72	3	2	2	2	1
3039	29.69	29.69	29.69	6	2	2	2	2
3040	15.89	15.89	15.89	3	2	2	2	1
3041	32.29	32.29	32.29	5	3	2	3	2
3042	13.91	22.21	13.91	3	3	2	3	1
3043	21.06	28.16	21.06	4	3	2	2	2
3044	5.17	34.17	5.17	2	3	2	3	1
3045	13.91	32.55	13.91	3	3	2	3	1
3046	22.09	68.55	22.09	3	4	2	1	2
3047	32.29	32.29	32.29	5	3	2	3	2
3048	42.17	42.17	42.17	5	2	2	2	3
3049	23.22	23.22	23.22	5	2	2	3	2
3050	32.29	32.29	32.29	5	3	2	3	2
3051	3.56	42.9	3.56	2	3	2	2	1
3052	27.67	56.67	27.67	3	3	2	3	2
3053	12.62	66.96	12.62	2	4	2	1	1
3054	34.71	44.87	34.71	4	3	2	2	3
3055	16.82	35.46	16.82	3	3	2	3	1
3056	27.12	68.04	27.12	4	4	2	1	2
3057	5.08	5.08	5.08	2	2	2	2	1
3058	25.65	25.65	25.65	4	2	2	1	2
3059	3.55	3.55	3.55	2	2	2	1	1
3060	5.17	12.27	5.17	2	3	2	3	1
3061	24.61	24.61	24.61	5	2	2	3	2
3062	50.89	50.89	50.89	7	3	2	1	3
3063	24.61	24.61	24.61	5	2	2	3	2
3064	50.89	50.89	50.89	7	3	2	1	3
3065	22.97	41.61	22.97	3	4	2	2	2
3066	14.5	55.42	14.5	3	4	2	2	1
3067	12.87	12.87	12.87	4	2	2	2	1
3068	23.23	78.57	23.23	5	3	2	2	2
3069	54.84	73.48	54.84	6	3	2	2	3
3070	26.78	82.12	26.78	6	3	2	2	2
3071	15.05	47.41	15.05	2	4	2	2	1
3072	49.76	58.06	49.76	5	3	2	3	3
3073	9.32	38.32	9.32	3	4	2	2	1
3074	38.02	46.32	38.02	4	3	2	1	3
3075	35.84	35.84	35.84	6	3	2	3	3
3076	5.17	34.17	5.17	2	3	2	3	1
3077	16.82	71.06	16.82	3	4	2	3	1
3078	19.67	19.67	19.67	4	2	2	3	2
3079	4.15	4.15	4.15	2	2	2	1	1
3080	22.97	41.61	22.97	3	4	2	2	2
3081	31.23	31.23	31.23	4	2	2	3	2
3082	3.55	3.55	3.55	2	2	2	1	1
3083	30.73	104.71	30.73	5	4	2	1	2
3084	16.18	70.52	16.18	3	3	2	2	1
3085	23.22	46.7	23.22	5	3	2	3	2
3086	22.09	22.09	22.09	3	2	2	1	2
3087	42.17	42.17	42.17	5	2	2	2	3
3088	9.32	9.32	9.32	3	2	2	2	1
3089	54.84	73.48	54.84	6	3	2	2	3
3090	25.65	25.65	25.65	4	2	2	1	2
3091	35.84	59.32	35.84	6	3	2	3	3
3092	23.23	23.23	23.23	5	2	2	2	2
3093	27.12	27.12	27.12	4	2	2	1	2
3094	27.17	45.81	27.17	4	3	2	2	2
3095	26.78	60.42	26.78	6	3	2	2	2
3096	27.67	34.79	27.67	3	3	2	3	2
3097	18.06	18.06	18.06	4	2	2	3	2
3098	22.09	22.09	22.09	3	2	2	1	2
3099	3.56	3.56	3.56	2	2	2	2	1
3100	26.14	33.24	26.14	5	3	2	1	2
3101	16.18	16.18	16.18	3	3	2	2	1
3102	3.56	42.9	3.56	2	3	2	2	1
3103	11.74	20.04	11.74	2	3	2	3	1
3104	30.73	104.71	30.73	5	4	2	1	2
3105	39.79	39.79	39.79	5	2	2	3	3
3106	35.84	59.32	35.84	6	3	2	3	3
3107	23.22	23.22	23.22	5	2	2	3	2
3108	5.08	5.08	5.08	2	2	2	2	1
3109	27.12	27.12	27.12	4	2	2	1	2
3110	15.05	47.41	15.05	2	4	2	2	1
3111	13.91	32.55	13.91	3	3	2	3	1
3112	15.89	33.33	15.89	3	3	2	2	1
3113	18.06	18.06	18.06	4	2	2	3	2
3114	23.22	23.22	23.22	5	2	2	3	2
3115	31.23	31.23	31.23	4	2	2	3	2
3116	22.09	68.55	22.09	3	4	2	1	2
3117	38.02	46.32	38.02	4	3	2	1	3
